# feature;class;assembly;assembly_unit;seq_type;chromosome;genomic_accession;start;end;strand;product_accession;non-redundant_refseq;related_accession;name;symbol;GeneID;locus_tag;feature_interval_length;product_length;attributes
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;110332;110901;+;AFQ02899.1;;;peptidyl-tRNA hydrolase;;;CM9_00470;570;189;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;110894;111766;+;;;;;;;CM9_00475;873;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;110894;111766;+;AFQ02900.1;;;PP-loop superfamily protein ATPase;;;CM9_00475;873;290;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;111767;112702;+;;;;;;;CM9_00480;936;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;111767;112702;+;AFQ02901.1;;;HPr kinase/phosphorylase;;;CM9_00480;936;311;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;112695;113843;+;;;;;;;CM9_00485;1149;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;112695;113843;+;AFQ02902.1;;;prolipoprotein diacylglyceryl transferase;;;CM9_00485;1149;382;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;113872;114291;+;;;;;rpsL;;CM9_00490;420;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;113872;114291;+;AFQ02903.1;;;30S ribosomal protein S12;rpsL;;CM9_00490;420;139;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;114308;114775;+;;;;;;;CM9_00495;468;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;114308;114775;+;AFQ02904.1;;;30S ribosomal protein S7;;;CM9_00495;468;155;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;114785;116851;+;;;;;;;CM9_00500;2067;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;114785;116851;+;AFQ02905.1;;;elongation factor G;;;CM9_00500;2067;688;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;116903;117529;+;;;;;rpsF;;CM9_00505;627;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;116903;117529;+;AFQ02906.1;;;30S ribosomal protein S6;rpsF;;CM9_00505;627;208;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;117530;118012;+;;;;;;;CM9_00510;483;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;117530;118012;+;AFQ02907.1;;;single-strand binding protein family;;;CM9_00510;483;160;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;118005;118319;+;;;;;rpsR;;CM9_00515;315;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;118005;118319;+;AFQ02908.1;;;30S ribosomal protein S18;rpsR;;CM9_00515;315;104;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;118322;118774;+;;;;;rplI;;CM9_00520;453;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;118322;118774;+;AFQ02909.1;;;50S ribosomal protein L9;rplI;;CM9_00520;453;150;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;118758;120164;+;;;;;;;CM9_00525;1407;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;118758;120164;+;AFQ02910.1;;;replicative DNA helicase;;;CM9_00525;1407;468;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;120168;121364;+;;;;;;;CM9_00530;1197;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;120168;121364;+;AFQ02911.1;;;lipoprotein;;;CM9_00530;1197;398;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;121548;123500;+;;;;;;;CM9_00535;1953;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;121548;123500;+;AFQ02912.1;;;hypothetical protein;;;CM9_00535;1953;650;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;123563;124294;+;;;;;;;CM9_00540;732;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;123563;124294;+;AFQ02913.1;;;uracil-DNA glycosylase;;;CM9_00540;732;243;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;124394;125827;+;;;;;;;CM9_00545;1434;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;124394;125827;+;AFQ02914.1;;;aspartyl/glutamyl-tRNA amidotransferase subunit C;;;CM9_00545;1434;477;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;125830;127263;+;;;;;gatA;;CM9_00550;1434;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;125830;127263;+;AFQ02915.1;;;aspartyl/glutamyl-tRNA amidotransferase subunit A;gatA;;CM9_00550;1434;477;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;127256;128689;+;;;;;gatB;;CM9_00555;1434;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;127256;128689;+;AFQ02916.1;;;aspartyl/glutamyl-tRNA amidotransferase subunit B;gatB;;CM9_00555;1434;477;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;128664;129332;+;;;;;;;CM9_00560;669;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;128664;129332;+;AFQ02917.1;;;hypothetical protein;;;CM9_00560;669;222;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;129325;130272;+;;;;;;;CM9_00565;948;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;129325;130272;+;AFQ02918.1;;;thioredoxin-disulfide reductase;;;CM9_00565;948;315;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;130262;131104;+;;;;;;;CM9_00570;843;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;130262;131104;+;AFQ02919.1;;;hypothetical protein;;;CM9_00570;843;280;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;131156;131359;+;;;;;secG;;CM9_00575;204;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;131156;131359;+;AFQ02920.1;;;preprotein translocase subunit SecG;secG;;CM9_00575;204;67;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;131362;133539;+;;;;;;;CM9_00580;2178;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;131362;133539;+;AFQ02921.1;;;ribonuclease R;;;CM9_00580;2178;725;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;133547;134149;+;;;;;;;CM9_00585;603;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;133547;134149;+;AFQ02922.1;;;hypothetical protein;;;CM9_00585;603;200;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;134124;134753;-;;;;;def;;CM9_00590;630;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;134124;134753;-;AFQ02923.1;;;peptide deformylase;def;;CM9_00590;630;209;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;134746;135315;+;;;;;;;CM9_00595;570;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;134746;135315;+;AFQ02924.1;;;guanylate kinase;;;CM9_00595;570;189;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;135315;136097;+;;;;;;;CM9_00600;783;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;135315;136097;+;AFQ02925.1;;;protein phosphatase 2C;;;CM9_00600;783;260;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;136082;137245;+;;;;;;;CM9_00605;1164;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;136082;137245;+;AFQ02926.1;;;serine/threonine protein kinase;;;CM9_00605;1164;387;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;137232;138068;+;;;;;;;CM9_00610;837;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;137232;138068;+;AFQ02927.1;;;ribosome small subunit-dependent GTPase A;;;CM9_00610;837;278;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;138089;139384;+;;;;;;;CM9_00615;1296;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;138089;139384;+;AFQ02928.1;;;glucose-6-phosphate isomerase;;;CM9_00615;1296;431;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;139374;140003;+;;;;;;;CM9_00620;630;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;139374;140003;+;AFQ02929.1;;;ribulose-phosphate 3-epimerase;;;CM9_00620;630;209;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;140017;141387;+;;;;;asnC;;CM9_00625;1371;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;140017;141387;+;AFQ02930.1;;;asparaginyl-tRNA ligase;asnC;;CM9_00625;1371;456;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;141545;142033;+;;;;;;;CM9_00630;489;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;141545;142033;+;AFQ02931.1;;;CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase;;;CM9_00630;489;162;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;142058;142531;+;;;;;;;CM9_00635;474;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;142058;142531;+;AFQ02932.1;;;competence/damage inducible protein CinA;;;CM9_00635;474;157;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;142540;143295;+;;;;;;;CM9_00640;756;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;142540;143295;+;AFQ02933.1;;;hypothetical protein;;;CM9_00640;756;251;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;143288;143932;+;;;;;;;CM9_00645;645;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;143288;143932;+;AFQ02934.1;;;hypothetical protein;;;CM9_00645;645;214;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;143913;144935;+;;;;;;;CM9_00650;1023;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;143913;144935;+;AFQ02935.1;;;UDP-glucose 4-epimerase;;;CM9_00650;1023;340;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;144950;146644;+;;;;;;;CM9_00655;1695;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;144950;146644;+;AFQ02936.1;;;ABC transporter ATP-binding protein;;;CM9_00655;1695;564;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;146735;148213;+;;;;;;;CM9_00660;1479;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;146735;148213;+;AFQ02937.1;;;ABC transporter permease;;;CM9_00660;1479;492;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;148216;149136;+;;;;;;;CM9_00665;921;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;148216;149136;+;AFQ02938.1;;;ABC transporter permease;;;CM9_00665;921;306;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;149176;151305;+;;;;;;;CM9_00670;2130;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;149176;151305;+;AFQ02939.1;;;DNA topoisomerase I;;;CM9_00670;2130;709;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;151283;152698;+;;;;;;;CM9_00675;1416;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;151283;152698;+;AFQ02940.1;;;hypothetical protein;;;CM9_00675;1416;471;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;152745;153053;+;;;;;;;CM9_00680;309;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;152745;153053;+;AFQ02941.1;;;thioredoxin;;;CM9_00680;309;102;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;153059;153916;+;;;;;;;CM9_00685;858;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;153059;153916;+;AFQ02942.1;;;Cof-like hydrolase;;;CM9_00685;858;285;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;153897;154940;-;;;;;;;CM9_00690;1044;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;153897;154940;-;AFQ02943.1;;;tryptophanyl-tRNA synthetase;;;CM9_00690;1044;347;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;154976;155413;+;;;;;;;CM9_00695;438;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;154976;155413;+;AFQ02944.1;;;Spx subfamily protein;;;CM9_00695;438;145;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;155421;156200;+;;;;;ppnK;;CM9_00700;780;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;155421;156200;+;AFQ02945.1;;;inorganic polyphosphate/ATP-NAD kinase;ppnK;;CM9_00700;780;259;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;156200;156553;+;;;;;;;CM9_00705;354;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;156200;156553;+;AFQ02946.1;;;hypothetical protein;;;CM9_00705;354;117;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;156543;157997;+;;;;;;;CM9_00710;1455;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;156543;157997;+;AFQ02947.1;;;hypothetical protein;;;CM9_00710;1455;484;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;158000;158287;+;;;;;;;CM9_00715;288;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;158000;158287;+;AFQ02948.1;;;hypothetical protein;;;CM9_00715;288;95;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;158277;158582;+;;;;;;;CM9_00720;306;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;158277;158582;+;AFQ02949.1;;;hypothetical protein;;;CM9_00720;306;101;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;158559;158984;-;;;;;;;CM9_00725;426;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;158559;158984;-;AFQ02950.1;;;HIT domain-containing protein;;;CM9_00725;426;141;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;158962;159756;-;;;;;;;CM9_00730;795;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;158962;159756;-;AFQ02951.1;;;hypothetical protein;;;CM9_00730;795;264;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;159776;160078;+;;;;;;;CM9_00735;303;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;159776;160078;+;AFQ02952.1;;;hypothetical protein;;;CM9_00735;303;100;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;160079;160891;-;;;;;;;CM9_00740;813;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;160079;160891;-;AFQ02953.1;;;hypothetical protein;;;CM9_00740;813;270;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;160940;162412;+;;;;;lysS;;CM9_00745;1473;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;160940;162412;+;AFQ02954.1;;;lysyl-tRNA ligase;lysS;;CM9_00745;1473;490;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;162399;163568;+;;;;;;;CM9_00750;1170;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;162399;163568;+;AFQ02955.1;;;UDP-galactopyranose mutase;;;CM9_00750;1170;389;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;163568;165364;+;;;;;;;CM9_00755;1797;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;163568;165364;+;AFQ02956.1;;;GTP-binding protein LepA;;;CM9_00755;1797;598;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;165448;167157;+;;;;;;;CM9_00760;1710;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;165448;167157;+;AFQ02957.1;;;metallo-beta-lactamase superfamily protein;;;CM9_00760;1710;569;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;167177;167452;+;;;;;;;CM9_00765;276;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;167177;167452;+;AFQ02958.1;;;MgPa adhesin;;;CM9_00765;276;91;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;167734;168198;+;;;;;;;CM9_00770;465;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;167734;168198;+;AFQ02959.1;;;MgPa adhesin;;;CM9_00770;465;154;
gene;rRNA;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;169966;171489;+;;;;;;;CM9_r02851;1524;;
rRNA;;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;169966;171489;+;;;;16S ribosomal RNA;;;CM9_r02851;1524;;
gene;rRNA;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;171688;174602;+;;;;;;;CM9_r02853;2915;;
rRNA;;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;171688;174602;+;;;;23S ribosomal RNA;;;CM9_r02853;2915;;
gene;rRNA;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;174644;174752;+;;;;;;;CM9_r02849;109;;
rRNA;;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;174644;174752;+;;;;5S ribosomal RNA;;;CM9_r02849;109;;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;174936;175184;+;;;;;;;CM9_00790;249;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;174936;175184;+;AFQ02960.1;;;hypothetical protein;;;CM9_00790;249;82;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;175293;175619;+;;;;;;;CM9_00795;327;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;175293;175619;+;AFQ02961.1;;;hypothetical protein;;;CM9_00795;327;108;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;175757;179098;+;;;;;;;CM9_00800;3342;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;175757;179098;+;AFQ02962.1;;;hypothetical protein;;;CM9_00800;3342;1113;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;179103;180698;+;;;;;nusA;;CM9_00805;1596;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;179103;180698;+;AFQ02963.1;;;transcription elongation factor NusA;nusA;;CM9_00805;1596;531;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;180698;180970;+;;;;;;;CM9_00810;273;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;180698;180970;+;AFQ02964.1;;;hypothetical protein;;;CM9_00810;273;90;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;181163;182815;+;;;;;infB;;CM9_00815;1653;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;181163;182815;+;AFQ02965.1;;;translation initiation factor IF-2;infB;;CM9_00815;1653;550;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;182802;183140;+;;;;;;;CM9_00820;339;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;182802;183140;+;AFQ02966.1;;;ribosome-binding factor A;;;CM9_00820;339;112;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;183165;184004;+;;;;;;;CM9_00825;840;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;183165;184004;+;AFQ02967.1;;;hypothetical protein;;;CM9_00825;840;279;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;184004;184813;+;;;;;;;CM9_00830;810;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;184004;184813;+;AFQ02968.1;;;riboflavin biosynthesis protein RibF;;;CM9_00830;810;269;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;184826;186100;+;;;;;;;CM9_00835;1275;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;184826;186100;+;AFQ02969.1;;;hypothetical protein;;;CM9_00835;1275;424;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;186087;187214;+;;;;;;;CM9_00840;1128;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;186087;187214;+;AFQ02970.1;;;hypothetical protein;;;CM9_00840;1128;375;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;187253;188482;+;;;;;;;CM9_00845;1230;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;187253;188482;+;AFQ02971.1;;;hypothetical protein;;;CM9_00845;1230;409;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;188537;189403;+;;;;;;;CM9_00850;867;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;188537;189403;+;AFQ02972.1;;;lipoprotein;;;CM9_00850;867;288;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;189443;189907;+;;;;;;;CM9_00855;465;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;189443;189907;+;AFQ02973.1;;;hypothetical protein;;;CM9_00855;465;154;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;189997;190317;+;;;;;rpsJ;;CM9_00860;321;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;189997;190317;+;AFQ02974.1;;;30S ribosomal protein S10;rpsJ;;CM9_00860;321;106;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;190321;191094;+;;;;;rplC;;CM9_00865;774;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;190321;191094;+;AFQ02975.1;;;50S ribosomal protein L3;rplC;;CM9_00865;774;257;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;191094;191729;+;;;;;rplD;;CM9_00870;636;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;191094;191729;+;AFQ02976.1;;;50S ribosomal protein L4;rplD;;CM9_00870;636;211;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;191733;192053;+;;;;;;;CM9_00875;321;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;191733;192053;+;AFQ02977.1;;;50S ribosomal protein L23;;;CM9_00875;321;106;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;192053;192910;+;;;;;rplB;;CM9_00880;858;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;192053;192910;+;AFQ02978.1;;;50S ribosomal protein L2;rplB;;CM9_00880;858;285;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;192910;193173;+;;;;;rpsS;;CM9_00885;264;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;192910;193173;+;AFQ02979.1;;;30S ribosomal protein S19;rpsS;;CM9_00885;264;87;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;193176;193610;+;;;;;rplV;;CM9_00890;435;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;193176;193610;+;AFQ02980.1;;;50S ribosomal protein L22;rplV;;CM9_00890;435;144;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;193613;194419;+;;;;;rpsC;;CM9_00895;807;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;193613;194419;+;AFQ02981.1;;;30S ribosomal protein S3;rpsC;;CM9_00895;807;268;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;194425;194841;+;;;;;rplP;;CM9_00900;417;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;194425;194841;+;AFQ02982.1;;;50S ribosomal protein L16;rplP;;CM9_00900;417;138;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;194841;195443;+;;;;;;;CM9_00905;603;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;194841;195443;+;AFQ02983.1;;;50S ribosomal protein L29;;;CM9_00905;603;200;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;195443;195700;+;;;;;;;CM9_00910;258;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;195443;195700;+;AFQ02984.1;;;30S ribosomal protein S17;;;CM9_00910;258;85;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;195704;196072;+;;;;;rplN;;CM9_00915;369;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;195704;196072;+;AFQ02985.1;;;50S ribosomal protein L14;rplN;;CM9_00915;369;122;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;196072;196398;+;;;;;;;CM9_00920;327;;
CDS;with_protein;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;196072;196398;+;AFQ02986.1;;;50S ribosomal protein L24;;;CM9_00920;327;108;
gene;protein_coding;GCA_000292405.1;Primary Assembly;chromosome;;CP003770.1;196404;196946;+;;;;;rplE;;CM9_00925;543;;
