# feature;class;assembly;assembly_unit;seq_type;chromosome;genomic_accession;start;end;strand;product_accession;non-redundant_refseq;related_accession;name;symbol;GeneID;locus_tag;feature_interval_length;product_length;attributes
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;88067;88756;+;;;;;rpsE;;B1217_0088;690;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;88067;88756;+;ASJ88997.1;;;30S ribosomal protein S5;rpsE;;B1217_0088;690;229;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;88762;89313;+;;;;;rplO;;B1217_0089;552;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;88762;89313;+;ASJ88998.1;;;50S ribosomal protein L15;rplO;;B1217_0089;552;183;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;89351;91051;+;;;;;secY;;B1217_0090;1701;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;89351;91051;+;ASJ88999.1;;;protein translocase subunit SecY;secY;;B1217_0090;1701;566;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;91045;91686;+;;;;;adk;;B1217_0091;642;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;91045;91686;+;ASJ89000.1;;;adenylate kinase;adk;;B1217_0091;642;213;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;91688;92467;+;;;;;map;;B1217_0092;780;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;91688;92467;+;ASJ89001.1;;;methionine aminopeptidase;map;;B1217_0092;780;259;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;92520;92735;+;;;;;infA;;B1217_0093;216;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;92520;92735;+;ASJ89002.1;;;translation initiation factor IF-1;infA;;B1217_0093;216;71;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;92832;92945;+;;;;;rpmJ;;B1217_0094;114;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;92832;92945;+;ASJ89003.1;;;50S ribosomal protein L36;rpmJ;;B1217_0094;114;37;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;92953;93327;+;;;;;rpsM;;B1217_0095;375;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;92953;93327;+;ASJ89004.1;;;30S ribosomal protein S13;rpsM;;B1217_0095;375;124;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;93343;93768;+;;;;;rpsK;;B1217_0096;426;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;93343;93768;+;ASJ89005.1;;;30S ribosomal protein S11;rpsK;;B1217_0096;426;141;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;93789;94805;+;;;;;rpoA;;B1217_0097;1017;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;93789;94805;+;ASJ89006.1;;;DNA-directed RNA polymerase subunit alpha;rpoA;;B1217_0097;1017;338;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;94809;95165;+;;;;;rplQ;;B1217_0098;357;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;94809;95165;+;ASJ89007.1;;;50S ribosomal protein L17;rplQ;;B1217_0098;357;118;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;95362;96450;-;;;;;hsdS2;;B1217_0099;1089;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;95362;96450;-;ASJ89008.1;;;type I restriction-modification system, DNA specificity (S) subunit;hsdS2;;B1217_0099;1089;362;
gene;tRNA;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;96579;96655;-;;;;;;;B1217_0100;77;;
tRNA;;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;96579;96655;-;;;;tRNA-Thr;;;B1217_0100;77;;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;96713;97936;+;;;;;sdaA;;B1217_0101;1224;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;96713;97936;+;ASJ89009.1;;;L-serine dehydratase;sdaA;;B1217_0101;1224;407;
gene;tRNA;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;98037;98114;+;;;;;;;B1217_0102;78;;
tRNA;;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;98037;98114;+;;;;tRNA-His;;;B1217_0102;78;;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;98226;99224;+;;;;;gap;;B1217_0103;999;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;98226;99224;+;ASJ89010.1;;;glyceraldehyde-3-phosphate dehydrogenase;gap;;B1217_0103;999;332;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;99228;100466;+;;;;;pgk;;B1217_0104;1239;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;99228;100466;+;ASJ89011.1;;;phosphoglycerate kinase;pgk;;B1217_0104;1239;412;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;100569;102569;+;;;;;ptsG;;B1217_0105;2001;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;100569;102569;+;ASJ89012.1;;;phosphotransferase system glucose-specific EIICBA component;ptsG;;B1217_0105;2001;666;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;102680;103318;+;;;;;;;B1217_0106;639;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;102680;103318;+;ASJ89013.1;;;hypothetical protein;;;B1217_0106;639;212;
gene;RNase_P_RNA;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;103338;103683;-;;;;;rnpB;;B1217_0107;346;;
ncRNA;RNase_P_RNA;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;103338;103683;-;;;;ribonuclease P RNA component;rnpB;;B1217_0107;346;;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;103732;105015;-;;;;;;;B1217_0108;1284;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;103732;105015;-;ASJ89014.1;;;hypothetical protein;;;B1217_0108;1284;427;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;105041;105421;-;;;;;rplS;;B1217_0109;381;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;105041;105421;-;ASJ89015.1;;;50S ribosomal protein L19;rplS;;B1217_0109;381;126;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;105408;106118;-;;;;;trmD;;B1217_0110;711;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;105408;106118;-;ASJ89016.1;;;tRNA (guanine-N(1)-)-methyltransferase;trmD;;B1217_0110;711;236;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;106126;106554;-;;;;;rpsP;;B1217_0111;429;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;106126;106554;-;ASJ89017.1;;;30S ribosomal protein S16;rpsP;;B1217_0111;429;142;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;106688;107281;-;;;;;;;B1217_0112;594;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;106688;107281;-;ASJ89018.1;;;hypothetical protein;;;B1217_0112;594;197;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;107287;107529;-;;;;;rpsT;;B1217_0113;243;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;107287;107529;-;ASJ89019.1;;;30S ribosomal protein S20;rpsT;;B1217_0113;243;80;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;107585;108283;+;;;;;;;B1217_0114;699;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;107585;108283;+;ASJ89020.1;;;hypothetical protein;;;B1217_0114;699;232;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;108291;109235;+;;;;;fmt;;B1217_0115;945;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;108291;109235;+;ASJ89021.1;;;methionyl-tRNA formyltransferase;fmt;;B1217_0115;945;314;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;109624;111360;-;;;;;;;B1217_0116;1737;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;109624;111360;-;ASJ89022.1;;;hypothetical protein;;;B1217_0116;1737;578;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;111377;112165;-;;;;;;;B1217_0117;789;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;111377;112165;-;ASJ89023.1;;;putative GTP cyclohydrolase 1 type 2 protein;;;B1217_0117;789;262;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;112149;112850;-;;;;;trmK;;B1217_0118;702;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;112149;112850;-;ASJ89024.1;;;tRNA (adenine(22)-N(1))-methyltransferase;trmK;;B1217_0118;702;233;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;112837;114450;-;;;;;rpoD;;B1217_0119;1614;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;112837;114450;-;ASJ89025.1;;;RNA polymerase sigma factor SigA;rpoD;;B1217_0119;1614;537;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;114504;114755;-;;;;;;;B1217_0120;252;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;114504;114755;-;ASJ89026.1;;;bacteriocin, class IIb, lactobin A/cerein 7B family protein;;;B1217_0120;252;83;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;114798;115913;-;;;;;mnmA;;B1217_0121;1116;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;114798;115913;-;ASJ89027.1;;;tRNA-specific 2-thiouridylase MnmA;mnmA;;B1217_0121;1116;371;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;115961;117268;+;;;;;;;B1217_0122;1308;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;115961;117268;+;ASJ89028.1;;;hypothetical protein;;;B1217_0122;1308;435;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;117261;118118;+;;;;;;;B1217_0123;858;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;117261;118118;+;ASJ89029.1;;;choline kinase family protein;;;B1217_0123;858;285;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;118115;118999;-;;;;;;;B1217_0124;885;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;118115;118999;-;ASJ89030.1;;;ECF transporter family protein, substrate-specific component;;;B1217_0124;885;294;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;119036;120199;-;;;;;;;B1217_0125;1164;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;119036;120199;-;ASJ89031.1;;;hypothetical protein;;;B1217_0125;1164;387;
gene;tRNA;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;120338;120414;-;;;;;;;B1217_0126;77;;
tRNA;;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;120338;120414;-;;;;tRNA-Arg;;;B1217_0126;77;;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;120462;120707;+;;;;;;;B1217_0127;246;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;120462;120707;+;ASJ89032.1;;;NifU C-terminal domain-containing protein;;;B1217_0127;246;81;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;120718;121905;+;;;;;ackA;;B1217_0128;1188;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;120718;121905;+;ASJ89033.1;;;acetate kinase;ackA;;B1217_0128;1188;395;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;121976;122533;-;;;;;;;B1217_0129;558;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;121976;122533;-;ASJ89034.1;;;hypothetical protein;;;B1217_0129;558;185;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;122697;122930;+;;;;;;;B1217_0130;234;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;122697;122930;+;ASJ89035.1;;;hypothetical protein;;;B1217_0130;234;77;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;122937;124664;+;;;;;ptsI;;B1217_0131;1728;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;122937;124664;+;ASJ89036.1;;;phosphoenolpyruvate-protein phosphotransferase;ptsI;;B1217_0131;1728;575;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;124664;125704;+;;;;;ispG;;B1217_0132;1041;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;124664;125704;+;ASJ89037.1;;;4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin);ispG;;B1217_0132;1041;346;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;125779;126663;+;;;;;;;B1217_0133;885;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;125779;126663;+;ASJ89038.1;;;hypothetical protein;;;B1217_0133;885;294;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;126668;127942;+;;;;;hisS;;B1217_0134;1275;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;126668;127942;+;ASJ89039.1;;;histidine--tRNA ligase;hisS;;B1217_0134;1275;424;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;127948;129690;+;;;;;aspS;;B1217_0135;1743;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;127948;129690;+;ASJ89040.1;;;aspartate--tRNA ligase;aspS;;B1217_0135;1743;580;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;129740;130234;+;;;;;greA;;B1217_0136;495;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;129740;130234;+;ASJ89041.1;;;transcription elongation factor GreA;greA;;B1217_0136;495;164;
gene;tRNA;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;130303;130387;+;;;;;;;B1217_0137;85;;
tRNA;;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;130303;130387;+;;;;tRNA-Tyr;;;B1217_0137;85;;
gene;tRNA;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;130390;130464;+;;;;;;;B1217_0138;75;;
tRNA;;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;130390;130464;+;;;;tRNA-Gln;;;B1217_0138;75;;
gene;tRNA;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;130470;130544;+;;;;;;;B1217_0139;75;;
tRNA;;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;130470;130544;+;;;;tRNA-Lys;;;B1217_0139;75;;
gene;tRNA;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;130549;130634;+;;;;;;;B1217_0140;86;;
tRNA;;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;130549;130634;+;;;;tRNA-Leu;;;B1217_0140;86;;
gene;tRNA;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;130640;130713;+;;;;;;;B1217_0141;74;;
tRNA;;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;130640;130713;+;;;;tRNA-Gly;;;B1217_0141;74;;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;130773;131813;+;;;;;;;B1217_0142;1041;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;130773;131813;+;ASJ89042.1;;;putative surface protein bspA-like;;;B1217_0142;1041;346;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;131870;132916;+;;;;;;;B1217_0143;1047;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;131870;132916;+;ASJ89043.1;;;putative surface protein bspA-like;;;B1217_0143;1047;348;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;132973;134295;+;;;;;;;B1217_0144;1323;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;132973;134295;+;ASJ89044.1;;;putative surface protein bspA-like;;;B1217_0144;1323;440;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;134342;135439;+;;;;;;;B1217_0145;1098;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;134342;135439;+;ASJ89045.1;;;putative surface protein bspA-like;;;B1217_0145;1098;365;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;135477;138311;-;;;;;uvrA;;B1217_0146;2835;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;135477;138311;-;ASJ89046.1;;;UvrABC system protein A;uvrA;;B1217_0146;2835;944;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;138304;139296;-;;;;;;;B1217_0147;993;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;138304;139296;-;ASJ89047.1;;;haloacid dehalogenase-like hydrolase;;;B1217_0147;993;330;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;139296;141029;-;;;;;thrS;;B1217_0148;1734;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;139296;141029;-;ASJ89048.1;;;threonine--tRNA ligase;thrS;;B1217_0148;1734;577;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;141140;141484;-;;;;;;;B1217_0149;345;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;141140;141484;-;ASJ89049.1;;;hypothetical protein;;;B1217_0149;345;114;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;141549;142517;+;;;;;;;B1217_0150;969;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;141549;142517;+;ASJ89050.1;;;hypothetical protein;;;B1217_0150;969;322;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;142520;143236;+;;;;;truB;;B1217_0151;717;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;142520;143236;+;ASJ89051.1;;;tRNA pseudouridine synthase B;truB;;B1217_0151;717;238;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;143252;145066;-;;;;;pepF;;B1217_0152;1815;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;143252;145066;-;ASJ89052.1;;;oligoendopeptidase F;pepF;;B1217_0152;1815;604;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;145069;145935;-;;;;;pgsA;;B1217_0153;867;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;145069;145935;-;ASJ89053.1;;;CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase;pgsA;;B1217_0153;867;288;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;146012;147376;-;;;;;asnS;;B1217_0154;1365;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;146012;147376;-;ASJ89054.1;;;asparagine--tRNA ligase;asnS;;B1217_0154;1365;454;
gene;tRNA;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;147424;147497;+;;;;;;;B1217_0155;74;;
tRNA;;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;147424;147497;+;;;;tRNA-Gly;;;B1217_0155;74;;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;147586;148041;+;;;;;;;B1217_0156;456;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;147586;148041;+;ASJ89055.1;;;hypothetical protein;;;B1217_0156;456;151;
gene;other;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;148183;149854;+;;;;'type III restriction-modification system, N6-adenine DNA methyltransferase';mod;;B1217_0157;1672;;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;149847;151826;+;;;;;res;;B1217_0158;1980;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;149847;151826;+;ASJ89056.1;;;type III restriction-modification system, restriction (R) subunit;res;;B1217_0158;1980;659;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;151915;152268;-;;;;;dfx;;B1217_0159;354;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;151915;152268;-;ASJ89057.1;;;desulfoferrodoxin;dfx;;B1217_0159;354;117;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;152328;152489;+;;;;;rpmG;;B1217_0160;162;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;152328;152489;+;ASJ89058.1;;;50S ribosomal protein L33;rpmG;;B1217_0160;162;53;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;152507;153595;+;;;;;pepP;;B1217_0161;1089;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;152507;153595;+;ASJ89059.1;;;Xaa-Pro aminopeptidase;pepP;;B1217_0161;1089;362;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;153643;155844;-;;;;;ushA;;B1217_0162;2202;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;153643;155844;-;ASJ89060.1;;;5'-nucleotidase;ushA;;B1217_0162;2202;733;
gene;tRNA;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;155909;155992;+;;;;;;;B1217_0163;84;;
tRNA;;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;155909;155992;+;;;;tRNA-Leu;;;B1217_0163;84;;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;156421;156594;+;;;;;;;B1217_0164;174;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;156421;156594;+;ASJ89061.1;;;KilA-N domain-containing protein;;;B1217_0164;174;57;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;156640;157338;-;;;;;recO;;B1217_0165;699;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;156640;157338;-;ASJ89062.1;;;DNA repair protein RecO;recO;;B1217_0165;699;232;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;157347;158438;-;;;;;hsdS3;;B1217_0166;1092;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;157347;158438;-;ASJ89063.1;;;type I restriction-modification system, DNA specificity (S) subunit;hsdS3;;B1217_0166;1092;363;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;158428;159303;-;;;;;era;;B1217_0167;876;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;158428;159303;-;ASJ89064.1;;;GTPase Era;era;;B1217_0167;876;291;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;159310;159756;-;;;;;ybeY;;B1217_0168;447;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;159310;159756;-;ASJ89065.1;;;endoribonuclease YbeY;ybeY;;B1217_0168;447;148;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;159775;160155;-;;;;;;;B1217_0169;381;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;159775;160155;-;ASJ89066.1;;;hypothetical protein;;;B1217_0169;381;126;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;160187;160756;-;;;;;engB;;B1217_0170;570;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;160187;160756;-;ASJ89067.1;;;putative GTP-binding protein EngB;engB;;B1217_0170;570;189;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;160756;160995;-;;;;;;;B1217_0171;240;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;160756;160995;-;ASJ89068.1;;;hypothetical protein;;;B1217_0171;240;79;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;161012;162988;-;;;;;tkt;;B1217_0172;1977;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;161012;162988;-;ASJ89069.1;;;transketolase;tkt;;B1217_0172;1977;658;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;163060;164208;+;;;;;ald;;B1217_0173;1149;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;163060;164208;+;ASJ89070.1;;;alanine dehydrogenase;ald;;B1217_0173;1149;382;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;164258;164440;+;;;;;rpsU;;B1217_0174;183;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;164258;164440;+;ASJ89071.1;;;30S ribosomal protein S21;rpsU;;B1217_0174;183;60;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;164493;165431;+;;;;;;;B1217_0175;939;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;164493;165431;+;ASJ89072.1;;;putative surface protein bspA-like;;;B1217_0175;939;312;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;165435;166241;+;;;;;ttcA;;B1217_0176;807;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;165435;166241;+;ASJ89073.1;;;tRNA 2-thiocytidine biosynthesis protein TtcA;ttcA;;B1217_0176;807;268;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;166306;168720;+;;;;;leuS;;B1217_0177;2415;;
CDS;with_protein;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;166306;168720;+;ASJ89074.1;;;leucine--tRNA ligase;leuS;;B1217_0177;2415;804;
gene;protein_coding;GCA_002215425.1;Primary Assembly;chromosome;;CP020122.1;168723;170081;+;;;;;;;B1217_0178;1359;;
