# feature;class;assembly;assembly_unit;seq_type;chromosome;genomic_accession;start;end;strand;product_accession;non-redundant_refseq;related_accession;name;symbol;GeneID;locus_tag;feature_interval_length;product_length;attributes
gene;tRNA;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;250593;250669;-;;;;;;;GE118_00965;77;;
tRNA;;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;250593;250669;-;;;;tRNA-Asp;;;GE118_00965;77;;anticodon=GTC
gene;tRNA;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;250671;250746;-;;;;;;;GE118_00970;76;;
tRNA;;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;250671;250746;-;;;;tRNA-Met;;;GE118_00970;76;;anticodon=CAT
gene;tRNA;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;250784;250876;-;;;;;;;GE118_00975;93;;
tRNA;;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;250784;250876;-;;;;tRNA-Ser;;;GE118_00975;93;;anticodon=TGA
gene;tRNA;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;250878;250953;-;;;;;;;GE118_00980;76;;
tRNA;;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;250878;250953;-;;;;tRNA-Ile;;;GE118_00980;76;;anticodon=CAT
gene;tRNA;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;250979;251055;-;;;;;;;GE118_00985;77;;
tRNA;;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;250979;251055;-;;;;tRNA-Met;;;GE118_00985;77;;anticodon=CAT
gene;tRNA;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;251060;251136;-;;;;;;;GE118_00990;77;;
tRNA;;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;251060;251136;-;;;;tRNA-Ala;;;GE118_00990;77;;anticodon=TGC
gene;tRNA;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;251143;251219;-;;;;;;;GE118_00995;77;;
tRNA;;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;251143;251219;-;;;;tRNA-Pro;;;GE118_00995;77;;anticodon=TGG
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;252069;253043;+;;;;;;;GE118_01000;975;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;252069;253043;+;QGZ97372.1;;;hypothetical protein;;;GE118_01000;975;324;
gene;rRNA;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;253339;256156;-;;;;;;;GE118_01005;2818;;
rRNA;;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;253339;256156;-;;;;23S ribosomal RNA;;;GE118_01005;2818;;
gene;rRNA;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;256452;257988;-;;;;;;;GE118_01010;1537;;
rRNA;;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;256452;257988;-;;;;16S ribosomal RNA;;;GE118_01010;1537;;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;258352;258543;-;;;;;;;GE118_01015;192;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;258352;258543;-;QGZ97373.1;;;50S ribosomal protein L28;;;GE118_01015;192;63;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;258685;259734;+;;;;;ftsY;;GE118_01020;1050;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;258685;259734;+;QGZ97374.1;;;signal recognition particle-docking protein FtsY;ftsY;;GE118_01020;1050;349;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;259724;259960;+;;;;;;;GE118_01025;237;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;259724;259960;+;QGZ97375.1;;;hypothetical protein;;;GE118_01025;237;78;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;260012;261127;+;;;;;dnaJ;;GE118_01030;1116;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;260012;261127;+;QGZ97376.1;;;molecular chaperone DnaJ;dnaJ;;GE118_01030;1116;371;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;261208;263130;+;;;;;parE;;GE118_01035;1923;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;261208;263130;+;QGZ97377.1;;;DNA topoisomerase IV subunit B;parE;;GE118_01035;1923;640;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;263177;263992;+;;;;;;;GE118_01040;816;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;263177;263992;+;QGZ97378.1;;;HAD-IIB family hydrolase;;;GE118_01040;816;271;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;264020;265072;-;;;;;;;GE118_01045;1053;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;264020;265072;-;QGZ97379.1;;;hypothetical protein;;;GE118_01045;1053;350;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;265098;266231;-;;;;;;;GE118_01050;1134;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;265098;266231;-;QGZ97380.1;;;hypothetical protein;;;GE118_01050;1134;377;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;266330;268315;+;;;;;ligA;;GE118_01055;1986;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;266330;268315;+;QGZ97381.1;;;NAD-dependent DNA ligase LigA;ligA;;GE118_01055;1986;661;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;268315;269118;+;;;;;;;GE118_01060;804;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;268315;269118;+;QGZ97382.1;;;hypothetical protein;;;GE118_01060;804;267;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;269182;269538;-;;;;;rplS;;GE118_01065;357;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;269182;269538;-;QGZ97383.1;;;50S ribosomal protein L19;rplS;;GE118_01065;357;118;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;269528;270220;-;;;;;trmD;;GE118_01070;693;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;269528;270220;-;QGZ97384.1;;;tRNA (guanosine(37)-N1)-methyltransferase TrmD;trmD;;GE118_01070;693;230;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;270220;270468;-;;;;;rpsP;;GE118_01075;249;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;270220;270468;-;QGZ97385.1;;;30S ribosomal protein S16;rpsP;;GE118_01075;249;82;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;270588;270878;-;;;;;;;GE118_01080;291;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;270588;270878;-;QGZ97386.1;;;hypothetical protein;;;GE118_01080;291;96;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;271076;272134;-;;;;;;;GE118_01085;1059;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;271076;272134;-;QGZ97387.1;;;LD-carboxypeptidase;;;GE118_01085;1059;352;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;272138;272455;-;;;;;;;GE118_01090;318;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;272138;272455;-;QGZ97388.1;;;HIT domain-containing protein;;;GE118_01090;318;105;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;272464;273747;-;;;;;;;GE118_01095;1284;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;272464;273747;-;QGZ97389.1;;;hypothetical protein;;;GE118_01095;1284;427;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;273747;275900;-;;;;;;;GE118_01100;2154;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;273747;275900;-;QGZ97390.1;;;hypothetical protein;;;GE118_01100;2154;717;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;276046;277578;-;;;;;yidC;;GE118_01105;1533;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;276046;277578;-;QGZ97391.1;;;membrane protein insertase YidC;yidC;;GE118_01105;1533;510;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;278411;278743;-;;;;;rnpA;;GE118_01110;333;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;278411;278743;-;QGZ97392.1;;;ribonuclease P protein component;rnpA;;GE118_01110;333;110;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;278761;278907;-;;;;;rpmH;;GE118_01115;147;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;278761;278907;-;QGZ97393.1;;;50S ribosomal protein L34;rpmH;;GE118_01115;147;48;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;279080;280348;+;;;;;serS;;GE118_01120;1269;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;279080;280348;+;QGZ97394.1;;;serine--tRNA ligase;serS;;GE118_01120;1269;422;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;280379;281035;-;;;;;;;GE118_01125;657;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;280379;281035;-;QGZ97395.1;;;hypothetical protein;;;GE118_01125;657;218;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;281237;282106;+;;;;;;;GE118_01130;870;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;281237;282106;+;QGZ97396.1;;;HAD-IIB family hydrolase;;;GE118_01130;870;289;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;282185;282901;+;;;;;;;GE118_01135;717;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;282185;282901;+;QGZ97397.1;;;hypothetical protein;;;GE118_01135;717;238;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;282934;283497;-;;;;;;;GE118_01140;564;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;282934;283497;-;QGZ97398.1;;;DJ-1 family protein;;;GE118_01140;564;187;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;283497;284414;-;;;;;;;GE118_01145;918;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;283497;284414;-;QGZ97399.1;;;hypothetical protein;;;GE118_01145;918;305;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;284426;285568;-;;;;;;;GE118_01150;1143;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;284426;285568;-;QGZ97400.1;;;hypothetical protein;;;GE118_01150;1143;380;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;285584;286147;-;;;;;def;;GE118_01155;564;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;285584;286147;-;QGZ97401.1;;;peptide deformylase;def;;GE118_01155;564;187;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;286184;286849;+;;;;;plsY;;GE118_01160;666;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;286184;286849;+;QGZ97402.1;;;glycerol-3-phosphate 1-O-acyltransferase PlsY;plsY;;GE118_01160;666;221;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;287033;287443;+;;;;;;;GE118_01165;411;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;287033;287443;+;QGZ97403.1;;;hypothetical protein;;;GE118_01165;411;136;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;287500;288972;-;;;;;;;GE118_01170;1473;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;287500;288972;-;QGZ97404.1;;;hypothetical protein;;;GE118_01170;1473;490;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;289098;290459;-;;;;;;;GE118_01175;1362;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;289098;290459;-;QGZ97405.1;;;hypothetical protein;;;GE118_01175;1362;453;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;290989;291987;-;;;;;;;GE118_01180;999;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;290989;291987;-;QGZ97406.1;;;energy-coupling factor transporter transmembrane protein EcfT;;;GE118_01180;999;332;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;291989;292924;-;;;;;;;GE118_01185;936;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;291989;292924;-;QGZ97407.1;;;energy-coupling factor transporter ATPase;;;GE118_01185;936;311;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;292915;293715;-;;;;;;;GE118_01190;801;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;292915;293715;-;QGZ97408.1;;;energy-coupling factor transporter ATPase;;;GE118_01190;801;266;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;293841;295832;+;;;;;uvrB;;GE118_01195;1992;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;293841;295832;+;QGZ97409.1;;;excinuclease ABC subunit UvrB;uvrB;;GE118_01195;1992;663;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;295840;298686;+;;;;;uvrA;;GE118_01200;2847;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;295840;298686;+;QGZ97410.1;;;excinuclease ABC subunit UvrA;uvrA;;GE118_01200;2847;948;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;298729;299664;+;;;;;;;GE118_01205;936;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;298729;299664;+;QGZ97411.1;;;HPr kinase/phosphorylase;;;GE118_01205;936;311;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;299657;300646;+;;;;;;;GE118_01210;990;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;299657;300646;+;QGZ97412.1;;;prolipoprotein diacylglyceryl transferase;;;GE118_01210;990;329;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;300663;301595;+;;;;;;;GE118_01215;933;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;300663;301595;+;QGZ97413.1;;;FAD-binding protein;;;GE118_01215;933;310;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;301620;302681;-;;;;;;;GE118_01220;1062;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;301620;302681;-;QGZ97414.1;;;Fic family protein;;;GE118_01220;1062;353;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;302844;303818;+;;;;;prs;;GE118_01225;975;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;302844;303818;+;QGZ97415.1;;;ribose-phosphate diphosphokinase;prs;;GE118_01225;975;324;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;303909;305117;+;;;;;;;GE118_01230;1209;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;303909;305117;+;QGZ97416.1;;;restriction endonuclease subunit S;;;GE118_01230;1209;402;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;305363;306463;+;;;;;;;GE118_01235;1101;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;305363;306463;+;QGZ97417.1;;;hypothetical protein;;;GE118_01235;1101;366;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;306520;307209;+;;;;;rsmG;;GE118_01240;690;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;306520;307209;+;QGZ97418.1;;;16S rRNA (guanine(527)-N(7))-methyltransferase RsmG;rsmG;;GE118_01240;690;229;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;307225;308388;+;;;;;;;GE118_01245;1164;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;307225;308388;+;QGZ97419.1;;;hypothetical protein;;;GE118_01245;1164;387;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;308447;308920;+;;;;;;;GE118_01250;474;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;308447;308920;+;QGZ97420.1;;;restriction endonuclease subunit S;;;GE118_01250;474;157;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;309267;310733;-;;;;;lysS;;GE118_01255;1467;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;309267;310733;-;QGZ97421.1;;;lysine--tRNA ligase;lysS;;GE118_01255;1467;488;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;310800;312185;-;;;;;;;GE118_01260;1386;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;310800;312185;-;QGZ97422.1;;;hypothetical protein;;;GE118_01260;1386;461;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;312253;312663;-;;;;;;;GE118_01265;411;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;312253;312663;-;QGZ97423.1;;;dihydroxyacetone kinase;;;GE118_01265;411;136;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;312644;313252;-;;;;;dhaL;;GE118_01270;609;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;312644;313252;-;QGZ97424.1;;;dihydroxyacetone kinase subunit L;dhaL;;GE118_01270;609;202;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;313260;314255;-;;;;;dhaK;;GE118_01275;996;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;313260;314255;-;QGZ97425.1;;;dihydroxyacetone kinase subunit DhaK;dhaK;;GE118_01275;996;331;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;314301;315095;-;;;;;;;GE118_01280;795;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;314301;315095;-;QGZ97426.1;;;aquaporin family protein;;;GE118_01280;795;264;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;315095;316615;-;;;;;glpK;;GE118_01285;1521;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;315095;316615;-;QGZ97427.1;;;glycerol kinase GlpK;glpK;;GE118_01285;1521;506;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;316648;317793;-;;;;;glpO;;GE118_01290;1146;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;316648;317793;-;QGZ97428.1;;;type 2 glycerol-3-phosphate oxidase;glpO;;GE118_01290;1146;381;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;318019;319380;-;;;;;;;GE118_01295;1362;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;318019;319380;-;QGZ97429.1;;;phosphopyruvate hydratase;;;GE118_01295;1362;453;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;319704;324410;+;;;;;;;GE118_01300;4707;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;319704;324410;+;QGZ97430.1;;;DUF4011 domain-containing protein;;;GE118_01300;4707;1568;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;324529;326619;-;;;;;fusA;;GE118_01305;2091;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;324529;326619;-;QGZ97431.1;;;elongation factor G;fusA;;GE118_01305;2091;696;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;326635;327105;-;;;;;rpsG;;GE118_01310;471;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;326635;327105;-;QGZ97432.1;;;30S ribosomal protein S7;rpsG;;GE118_01310;471;156;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;327140;327550;-;;;;;rpsL;;GE118_01315;411;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;327140;327550;-;QGZ97433.1;;;30S ribosomal protein S12;rpsL;;GE118_01315;411;136;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;327711;330245;-;;;;;;;GE118_01320;2535;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;327711;330245;-;QGZ97434.1;;;DUF2779 domain-containing protein;;;GE118_01320;2535;844;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;330238;331866;-;;;;;;;GE118_01325;1629;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;330238;331866;-;QGZ97435.1;;;DUF2130 domain-containing protein;;;GE118_01325;1629;542;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;332024;333376;+;;;;;mnmE;;GE118_01330;1353;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;332024;333376;+;QGZ97436.1;;;tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE;mnmE;;GE118_01330;1353;450;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;333376;334173;+;;;;;;;GE118_01335;798;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;333376;334173;+;QGZ97437.1;;;TatD family deoxyribonuclease;;;GE118_01335;798;265;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;334173;334970;+;;;;;rsmA;;GE118_01340;798;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;334173;334970;+;QGZ97438.1;;;16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA;rsmA;;GE118_01340;798;265;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;335083;336741;-;;;;;;;GE118_01345;1659;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;335083;336741;-;QGZ97439.1;;;IS1634 family transposase;;;GE118_01345;1659;552;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;336942;338012;-;;;;;;;GE118_01350;1071;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;336942;338012;-;QGZ97440.1;;;site-specific DNA-methyltransferase;;;GE118_01350;1071;356;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;338384;339298;+;;;;;;;GE118_01355;915;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;338384;339298;+;QGZ97441.1;;;peptidase;;;GE118_01355;915;304;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;339333;347759;-;;;;;;;GE118_01360;8427;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;339333;347759;-;QGZ97442.1;;;hypothetical protein;;;GE118_01360;8427;2808;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;347771;355993;-;;;;;;;GE118_01365;8223;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;347771;355993;-;QGZ97443.1;;;hypothetical protein;;;GE118_01365;8223;2740;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;356506;370023;+;;;;;;;GE118_01370;13518;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;356506;370023;+;QGZ97444.1;;;hypothetical protein;;;GE118_01370;13518;4505;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;370072;370692;+;;;;;trmB;;GE118_01375;621;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;370072;370692;+;QGZ97445.1;;;tRNA (guanosine(46)-N7)-methyltransferase TrmB;trmB;;GE118_01375;621;206;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;370844;371434;+;;;;;;;GE118_01380;591;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;370844;371434;+;QGZ97446.1;;;hypothetical protein;;;GE118_01380;591;196;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;371764;372936;+;;;;;;;GE118_01385;1173;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;371764;372936;+;QGZ97447.1;;;Fic family protein;;;GE118_01385;1173;390;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;372991;373419;-;;;;;;;GE118_01390;429;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;372991;373419;-;QGZ97448.1;;;hypothetical protein;;;GE118_01390;429;142;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;373632;375512;-;;;;;;;GE118_01395;1881;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;373632;375512;-;QGZ97449.1;;;RNase J family beta-CASP ribonuclease;;;GE118_01395;1881;626;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;375692;376975;+;;;;;;;GE118_01400;1284;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;375692;376975;+;QGZ97450.1;;;hypothetical protein;;;GE118_01400;1284;427;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;377156;379750;+;;;;;;;GE118_01405;2595;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;377156;379750;+;QGZ97451.1;;;protein translocase subunit SecDF;;;GE118_01405;2595;864;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;379822;381087;+;;;;;obgE;;GE118_01410;1266;;
CDS;with_protein;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;379822;381087;+;QGZ97452.1;;;GTPase ObgE;obgE;;GE118_01410;1266;421;
gene;protein_coding;GCA_009792315.1;Primary Assembly;chromosome;;CP045542.1;381053;382144;+;;;;;;;GE118_01415;1092;;
