# feature;class;assembly;assembly_unit;seq_type;chromosome;genomic_accession;start;end;strand;product_accession;non-redundant_refseq;related_accession;name;symbol;GeneID;locus_tag;feature_interval_length;product_length;attributes
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;105462;106670;+;;;;;;;CM1_00465;1209;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;105462;106670;+;AFQ03883.1;;;peptide ABC transporter ATP-binding protein;;;CM1_00465;1209;402;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;106670;109216;+;;;;;;;CM1_00470;2547;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;106670;109216;+;AFQ03884.1;;;peptide ABC transporter ATP-binding protein;;;CM1_00470;2547;848;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;109272;109685;+;;;;;rplK;;CM1_00475;414;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;109272;109685;+;AFQ03885.1;;;50S ribosomal protein L11;rplK;;CM1_00475;414;137;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;109685;109828;+;;;;;;;CM1_00480;144;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;109685;109828;+;AFQ03886.1;;;50S ribosomal protein L1;;;CM1_00480;144;47;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;109773;110039;-;;;;;;;CM1_00485;267;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;109773;110039;-;AFQ03887.1;;;hypothetical protein;;;CM1_00485;267;88;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;110038;110364;+;;;;;rplA;;CM1_00490;327;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;110038;110364;+;AFQ03888.1;;;50S ribosomal protein L1;rplA;;CM1_00490;327;108;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;110364;110933;+;;;;;;;CM1_00495;570;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;110364;110933;+;AFQ03889.1;;;peptidyl-tRNA hydrolase;;;CM1_00495;570;189;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;110926;111798;+;;;;;;;CM1_00500;873;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;110926;111798;+;AFQ03890.1;;;PP-loop superfamily protein ATPase;;;CM1_00500;873;290;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;111799;112734;+;;;;;;;CM1_00505;936;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;111799;112734;+;AFQ03891.1;;;HPr kinase/phosphorylase;;;CM1_00505;936;311;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;112727;113875;+;;;;;;;CM1_00510;1149;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;112727;113875;+;AFQ03892.1;;;prolipoprotein diacylglyceryl transferase;;;CM1_00510;1149;382;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;113904;114323;+;;;;;rpsL;;CM1_00515;420;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;113904;114323;+;AFQ03893.1;;;30S ribosomal protein S12;rpsL;;CM1_00515;420;139;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;114340;114807;+;;;;;;;CM1_00520;468;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;114340;114807;+;AFQ03894.1;;;30S ribosomal protein S7;;;CM1_00520;468;155;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;114817;116883;+;;;;;;;CM1_00525;2067;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;114817;116883;+;AFQ03895.1;;;elongation factor G;;;CM1_00525;2067;688;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;116935;117561;+;;;;;rpsF;;CM1_00530;627;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;116935;117561;+;AFQ03896.1;;;30S ribosomal protein S6;rpsF;;CM1_00530;627;208;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;117562;118044;+;;;;;;;CM1_00535;483;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;117562;118044;+;AFQ03897.1;;;single-strand binding protein family;;;CM1_00535;483;160;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;118037;118351;+;;;;;rpsR;;CM1_00540;315;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;118037;118351;+;AFQ03898.1;;;30S ribosomal protein S18;rpsR;;CM1_00540;315;104;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;118354;118806;+;;;;;rplI;;CM1_00545;453;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;118354;118806;+;AFQ03899.1;;;50S ribosomal protein L9;rplI;;CM1_00545;453;150;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;118790;120196;+;;;;;;;CM1_00550;1407;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;118790;120196;+;AFQ03900.1;;;replicative DNA helicase;;;CM1_00550;1407;468;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;120200;121396;+;;;;;;;CM1_00555;1197;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;120200;121396;+;AFQ03901.1;;;lipoprotein;;;CM1_00555;1197;398;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;121580;123532;+;;;;;;;CM1_00560;1953;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;121580;123532;+;AFQ03902.1;;;hypothetical protein;;;CM1_00560;1953;650;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;123595;124326;+;;;;;;;CM1_00565;732;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;123595;124326;+;AFQ03903.1;;;uracil-DNA glycosylase;;;CM1_00565;732;243;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;124426;125859;+;;;;;;;CM1_00570;1434;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;124426;125859;+;AFQ03904.1;;;aspartyl/glutamyl-tRNA amidotransferase subunit C;;;CM1_00570;1434;477;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;125862;127295;+;;;;;gatA;;CM1_00575;1434;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;125862;127295;+;AFQ03905.1;;;aspartyl/glutamyl-tRNA amidotransferase subunit A;gatA;;CM1_00575;1434;477;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;127288;128721;+;;;;;gatB;;CM1_00580;1434;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;127288;128721;+;AFQ03906.1;;;aspartyl/glutamyl-tRNA amidotransferase subunit B;gatB;;CM1_00580;1434;477;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;128696;129364;+;;;;;;;CM1_00585;669;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;128696;129364;+;AFQ03907.1;;;hypothetical protein;;;CM1_00585;669;222;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;129357;130304;+;;;;;;;CM1_00590;948;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;129357;130304;+;AFQ03908.1;;;thioredoxin-disulfide reductase;;;CM1_00590;948;315;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;130294;131136;+;;;;;;;CM1_00595;843;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;130294;131136;+;AFQ03909.1;;;hypothetical protein;;;CM1_00595;843;280;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;131188;131391;+;;;;;secG;;CM1_00600;204;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;131188;131391;+;AFQ03910.1;;;preprotein translocase subunit SecG;secG;;CM1_00600;204;67;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;131394;133571;+;;;;;;;CM1_00605;2178;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;131394;133571;+;AFQ03911.1;;;ribonuclease R;;;CM1_00605;2178;725;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;133579;134181;+;;;;;;;CM1_00610;603;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;133579;134181;+;AFQ03912.1;;;hypothetical protein;;;CM1_00610;603;200;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;134156;134737;-;;;;;def;;CM1_00615;582;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;134156;134737;-;AFQ03913.1;;;peptide deformylase;def;;CM1_00615;582;193;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;134778;135347;+;;;;;;;CM1_00620;570;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;134778;135347;+;AFQ03914.1;;;guanylate kinase;;;CM1_00620;570;189;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;135347;136129;+;;;;;;;CM1_00625;783;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;135347;136129;+;AFQ03915.1;;;protein phosphatase 2C;;;CM1_00625;783;260;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;136114;137277;+;;;;;;;CM1_00630;1164;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;136114;137277;+;AFQ03916.1;;;serine/threonine protein kinase;;;CM1_00630;1164;387;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;137264;138100;+;;;;;;;CM1_00635;837;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;137264;138100;+;AFQ03917.1;;;ribosome small subunit-dependent GTPase A;;;CM1_00635;837;278;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;138121;139416;+;;;;;;;CM1_00640;1296;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;138121;139416;+;AFQ03918.1;;;glucose-6-phosphate isomerase;;;CM1_00640;1296;431;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;139406;140035;+;;;;;;;CM1_00645;630;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;139406;140035;+;AFQ03919.1;;;ribulose-phosphate 3-epimerase;;;CM1_00645;630;209;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;140049;141419;+;;;;;asnC;;CM1_00650;1371;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;140049;141419;+;AFQ03920.1;;;asparaginyl-tRNA ligase;asnC;;CM1_00650;1371;456;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;141577;142065;+;;;;;;;CM1_00655;489;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;141577;142065;+;AFQ03921.1;;;CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase;;;CM1_00655;489;162;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;142090;142563;+;;;;;;;CM1_00660;474;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;142090;142563;+;AFQ03922.1;;;competence/damage inducible protein CinA;;;CM1_00660;474;157;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;142572;143327;+;;;;;;;CM1_00665;756;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;142572;143327;+;AFQ03923.1;;;hypothetical protein;;;CM1_00665;756;251;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;143320;143964;+;;;;;;;CM1_00670;645;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;143320;143964;+;AFQ03924.1;;;hypothetical protein;;;CM1_00670;645;214;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;143945;144967;+;;;;;;;CM1_00675;1023;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;143945;144967;+;AFQ03925.1;;;UDP-glucose 4-epimerase;;;CM1_00675;1023;340;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;144982;146676;+;;;;;;;CM1_00680;1695;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;144982;146676;+;AFQ03926.1;;;ABC transporter ATP-binding protein;;;CM1_00680;1695;564;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;146683;148245;+;;;;;;;CM1_00685;1563;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;146683;148245;+;AFQ03927.1;;;ABC transporter permease;;;CM1_00685;1563;520;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;148248;149168;+;;;;;;;CM1_00690;921;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;148248;149168;+;AFQ03928.1;;;ABC transporter permease;;;CM1_00690;921;306;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;149208;151337;+;;;;;;;CM1_00695;2130;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;149208;151337;+;AFQ03929.1;;;DNA topoisomerase I;;;CM1_00695;2130;709;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;151315;152730;+;;;;;;;CM1_00700;1416;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;151315;152730;+;AFQ03930.1;;;hypothetical protein;;;CM1_00700;1416;471;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;152777;153136;+;;;;;;;CM1_00705;360;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;152777;153136;+;AFQ03931.1;;;thioredoxin;;;CM1_00705;360;119;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;153090;153947;+;;;;;;;CM1_00710;858;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;153090;153947;+;AFQ03932.1;;;Cof-like hydrolase;;;CM1_00710;858;285;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;153928;154971;-;;;;;;;CM1_00715;1044;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;153928;154971;-;AFQ03933.1;;;tryptophanyl-tRNA synthetase;;;CM1_00715;1044;347;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;155007;155444;+;;;;;;;CM1_00720;438;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;155007;155444;+;AFQ03934.1;;;Spx subfamily protein;;;CM1_00720;438;145;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;155452;156231;+;;;;;ppnK;;CM1_00725;780;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;155452;156231;+;AFQ03935.1;;;inorganic polyphosphate/ATP-NAD kinase;ppnK;;CM1_00725;780;259;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;156231;156584;+;;;;;;;CM1_00730;354;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;156231;156584;+;AFQ03936.1;;;hypothetical protein;;;CM1_00730;354;117;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;156574;158028;+;;;;;;;CM1_00735;1455;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;156574;158028;+;AFQ03937.1;;;hypothetical protein;;;CM1_00735;1455;484;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;158031;158318;+;;;;;;;CM1_00740;288;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;158031;158318;+;AFQ03938.1;;;hypothetical protein;;;CM1_00740;288;95;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;158308;158613;+;;;;;;;CM1_00745;306;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;158308;158613;+;AFQ03939.1;;;hypothetical protein;;;CM1_00745;306;101;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;158590;159015;-;;;;;;;CM1_00750;426;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;158590;159015;-;AFQ03940.1;;;HIT domain-containing protein;;;CM1_00750;426;141;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;158993;159787;-;;;;;;;CM1_00755;795;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;158993;159787;-;AFQ03941.1;;;hypothetical protein;;;CM1_00755;795;264;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;159807;160109;+;;;;;;;CM1_00760;303;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;159807;160109;+;AFQ03942.1;;;hypothetical protein;;;CM1_00760;303;100;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;160081;160923;-;;;;;;;CM1_00765;843;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;160081;160923;-;AFQ03943.1;;;hypothetical protein;;;CM1_00765;843;280;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;160930;162444;+;;;;;lysS;;CM1_00770;1515;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;160930;162444;+;AFQ03944.1;;;lysyl-tRNA ligase;lysS;;CM1_00770;1515;504;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;162431;163600;+;;;;;;;CM1_00775;1170;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;162431;163600;+;AFQ03945.1;;;UDP-galactopyranose mutase;;;CM1_00775;1170;389;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;163600;165396;+;;;;;;;CM1_00780;1797;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;163600;165396;+;AFQ03946.1;;;GTP-binding protein LepA;;;CM1_00780;1797;598;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;165480;167189;+;;;;;;;CM1_00785;1710;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;165480;167189;+;AFQ03947.1;;;metallo-beta-lactamase superfamily protein;;;CM1_00785;1710;569;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;168370;169659;+;;;;;;;CM1_00800;1290;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;168370;169659;+;AFQ03948.1;;;hypothetical protein;;;CM1_00800;1290;429;
gene;rRNA;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;169851;171374;+;;;;;;;CM1_r02891;1524;;
rRNA;;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;169851;171374;+;;;;16S ribosomal RNA;;;CM1_r02891;1524;;
gene;rRNA;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;171574;174488;+;;;;;;;CM1_r02893;2915;;
rRNA;;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;171574;174488;+;;;;23S ribosomal RNA;;;CM1_r02893;2915;;
gene;rRNA;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;174530;174638;+;;;;;;;CM1_r02889;109;;
rRNA;;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;174530;174638;+;;;;5S ribosomal RNA;;;CM1_r02889;109;;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;174829;175131;+;;;;;;;CM1_00805;303;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;174829;175131;+;AFQ03949.1;;;hypothetical protein;;;CM1_00805;303;100;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;175178;175468;+;;;;;;;CM1_00810;291;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;175178;175468;+;AFQ03950.1;;;MgPa adhesin;;;CM1_00810;291;96;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;175390;175509;+;;;;;;;CM1_00815;120;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;175390;175509;+;AFQ03951.1;;;hypothetical protein;;;CM1_00815;120;39;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;175647;178988;+;;;;;;;CM1_00820;3342;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;175647;178988;+;AFQ03952.1;;;hypothetical protein;;;CM1_00820;3342;1113;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;178993;180588;+;;;;;nusA;;CM1_00825;1596;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;178993;180588;+;AFQ03953.1;;;transcription elongation factor NusA;nusA;;CM1_00825;1596;531;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;180588;180860;+;;;;;;;CM1_00830;273;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;180588;180860;+;AFQ03954.1;;;hypothetical protein;;;CM1_00830;273;90;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;180847;182706;+;;;;;infB;;CM1_00835;1860;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;180847;182706;+;AFQ03955.1;;;translation initiation factor IF-2;infB;;CM1_00835;1860;619;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;182693;183031;+;;;;;;;CM1_00840;339;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;182693;183031;+;AFQ03956.1;;;ribosome-binding factor A;;;CM1_00840;339;112;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;183056;183895;+;;;;;;;CM1_00845;840;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;183056;183895;+;AFQ03957.1;;;hypothetical protein;;;CM1_00845;840;279;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;183895;184704;+;;;;;;;CM1_00850;810;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;183895;184704;+;AFQ03958.1;;;riboflavin biosynthesis protein RibF;;;CM1_00850;810;269;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;184717;185991;+;;;;;;;CM1_00855;1275;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;184717;185991;+;AFQ03959.1;;;hypothetical protein;;;CM1_00855;1275;424;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;187143;188372;+;;;;;;;CM1_00870;1230;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;187143;188372;+;AFQ03960.1;;;hypothetical protein;;;CM1_00870;1230;409;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;188448;189293;+;;;;;;;CM1_00875;846;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;188448;189293;+;AFQ03961.1;;;lipoprotein;;;CM1_00875;846;281;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;189333;189797;+;;;;;;;CM1_00880;465;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;189333;189797;+;AFQ03962.1;;;hypothetical protein;;;CM1_00880;465;154;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;189887;190207;+;;;;;rpsJ;;CM1_00885;321;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;189887;190207;+;AFQ03963.1;;;30S ribosomal protein S10;rpsJ;;CM1_00885;321;106;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;190211;190984;+;;;;;rplC;;CM1_00890;774;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;190211;190984;+;AFQ03964.1;;;50S ribosomal protein L3;rplC;;CM1_00890;774;257;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;190984;191619;+;;;;;rplD;;CM1_00895;636;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;190984;191619;+;AFQ03965.1;;;50S ribosomal protein L4;rplD;;CM1_00895;636;211;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;191623;191943;+;;;;;;;CM1_00900;321;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;191623;191943;+;AFQ03966.1;;;50S ribosomal protein L23;;;CM1_00900;321;106;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;191943;192800;+;;;;;rplB;;CM1_00905;858;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;191943;192800;+;AFQ03967.1;;;50S ribosomal protein L2;rplB;;CM1_00905;858;285;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;192800;193063;+;;;;;rpsS;;CM1_00910;264;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;192800;193063;+;AFQ03968.1;;;30S ribosomal protein S19;rpsS;;CM1_00910;264;87;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;193066;193500;+;;;;;rplV;;CM1_00915;435;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;193066;193500;+;AFQ03969.1;;;50S ribosomal protein L22;rplV;;CM1_00915;435;144;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;193503;194309;+;;;;;rpsC;;CM1_00920;807;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;193503;194309;+;AFQ03970.1;;;30S ribosomal protein S3;rpsC;;CM1_00920;807;268;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;194315;194731;+;;;;;rplP;;CM1_00925;417;;
